,Plantnummer:,Maximale groeihoogte (in CM):,Wintergroen?:,Bloeimaand:,Vochtigheid grond:,Positie in de tuin:,Bladkleur:,Bloemkleur:,Plantenfamilie:,Nederlandse naam:,Geslacht:,Plantdichtheid Aantal planten per m2:,Type,winterhard:,Wat voor soort grond past erbij?:,Bijvriendelijk:,Soort bodem:,Type tuin :,Snoeiperiode:,Giftig:,Groeiwijze klimplant:,Ondersteuning klimplant:,Haagplanten per strekkende meter:,pH waarde:,Stekels:,Planttijd:,Voeding / Bemesting:,Voeding periode:
781,YAR2521,90,Nee,"September, Augustus, Juli, Juni",Droog-vochthoudend,Lichte schaduw / zon,Groen,Roze,Rosaceae,Trosroos,Rosa,3-5,Heesters en Struiken,Tot -20 graden Celsius,Zwak zuur tot licht basisch,Ja,,,"Maart, Januari, Februari, April",,,,,6-8,Ja,,,
782,YAR3088,150,Nee,"September, Augustus, Juli, Juni",Droog-vochthoudend,Lichte schaduw / zon,Groen,Roze,Rosaceae,Trosroos,Rosa,3-5,Heesters en Struiken,,Zwak zuur tot licht basisch,,,,,,,,,,,,,
783,YAR780,70,Nee,"September, Augustus, Juli, Juni",Droog-vochthoudend,Lichte schaduw / zon,Groen,Wit,Rosaceae,Trosroos,Rosa,3-5,Heesters en Struiken,,Zwak zuur tot licht basisch,,,,,,,,,,,,,
784,YAR1479,300,Nee,"April, Mei",Vochthoudend-vochtig,Lichte / halfschaduw,Groen,"Geel, Groen",Caprifoliaceae,Trosvlier,Sambucus,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,
785,YAR3005,250,Nee,"April, Mei",Vochthoudend-vochtig,Lichte / halfschaduw,Geel,"Geel, Groen",Caprifoliaceae,Trosvlier,Sambucus,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,
786,YAR2253,250,Nee,"Mei, April",Vochthoudend-vochtig,Lichte / halfschaduw,"Groen, Geel","Geel, Groen",Caprifoliaceae,Trosvlier,Sambucus,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,
787,YAR3039,90,Ja,"Mei, Juni",Vochthoudend,Schaduw,Groen,Wit,Brassicaceae,Tuinjudaspenning,Lunaria,7-9,Borderplanten,,,,,,,,,,,,,,,
788,YAR2925,15,Nee,"Mei, Juni, Juli",Droog-vochthoudend,Zon,Groen,Wit,Campanulaceae,Tuinlobelia,Lobelia,30-35,Borderplanten,,,,,,,,,,,,,,,
789,YAR2142,40,Nee,"Mei, Juni",Vochthoudend,"Halfschaduw, Zon",Groen,Paars,Primulaceae,Twaalfgodenkruid,Dodecatheon,,Borderplanten,,,,,,,,,,,,,,,
790,YAR3721,125,Nee,"Juli, Augustus",Droog,Halfschaduw / zon,"Groen, Grijs",Blauw,Fabaceae,Indigolupine,Baptisia,5-7,Borderplanten,,Neutraal tot basisch,,,,,,,,,,,,,
791,YAR2389,30,Ja,,Vochthoudend-vochtig,Halfschaduw,Groen,,Cupressaceae,Microbiota,Microbiota,,Tuin thema's en Meer,,Zwak zuur tot basisch,,,,,,,,,,,,,
792,YAR3646,70,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,Groen,"Paars, Blauw",Lamiaceae,Veldsalie,Salvia,,Borderplanten,,,,,,,,,,,,,,,
793,YAR2055,100,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Groen,Blauw,Lamiaceae,Veldsalie,Salvia,7-9,Borderplanten,,,,,,,,,,,,,,,
794,YAR2659,250,Ja,,Vochthoudend-vochtig,Lichte / halfschaduw,Geel,,Taxaceae,Venijnboom,Taxus,1-3,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,1-3,,,,,
795,YAR3464,30,Nee,"Augustus, Juli, Juni, Mei",Droog-vochthoudend,Zon,Groen,Wit,Verbenaceae,Verbena,Verbena,7-9,Borderplanten,,,,,,,,,,,,,,,
796,YAR2796,30,Nee,"Augustus, Juli, Juni, Mei",Droog-vochthoudend,Zon,Groen,Paars,Verbenaceae,Verbena,Verbena,7-9,Borderplanten,,,,,,,,,,,,,,,
797,YAR1974,150,Nee,"Oktober, September, Augustus, Juli",Droog-vochthoudend,Zon,Groen,Paars,Verbenaceae,Verbena,Verbena,5-7,Borderplanten,,,,,,,,,,,,,,,
798,YAR2504,25,Nee,"September, Augustus",Droog-vochthoudend,Zon,"Bruin, Rood","Paars, Rood",Crassulaceae,Vetkruid,Sedum,8-11,Borderplanten,,,,,,,,,,,,,,,
799,YAR813,60,Nee,"Oktober, September",Droog,Zon,"Groen, Grijs","Roze, Rood",Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,
800,YAR180,15,Ja,"Juni, Juli",Droog-vochthoudend,Zon,"Groen, Geel",Geel,Crassulaceae,Vetkruid,Sedum,,Borderplanten,,,,,,,,,,,,,,,
801,YAR1989,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,
802,YAR2483,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,
803,YAR3275,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,,Borderplanten,,,,,,,,,,,,,,,
804,YAR1916,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,
805,YAR2000,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,
806,YAR2737,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Wit,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,
807,YAR1067,120,Nee,"Augustus, September",Droog-vochthoudend,Zon,Groen,Groen,Poaceae,Vingergras,Panicum,5-7,Borderplanten,,,,,,,,,,,,,,,
808,YAR3205,100,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,Roze,Scrophulariacea,Vingerhoedskruid,Digitalis,8-11,Borderplanten,,,,,,,,,,,,,,,
809,YAR1349,100,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,Geel,Scrophulariacea,Vingerhoedskruid,Digitalis,7-9,Borderplanten,,,,,,,,,,,,,,,
810,YAR110,100,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,Roze,Scrophulariacea,Vingerhoedskruid,Digitalis,8-11,Borderplanten,Ja,,,,,,Bij inname,,,,,,,,
811,YAR2316,100,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,"Roze, Rood",Scrophulariacea,Vingerhoedskruid,Digitalis,7-9,Borderplanten,,,,,,,,,,,,,,,
812,YAR3049,125,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,"Geel, Bruin",Scrophulariaceae,Vingerhoedskruid,Digitalis,8-11,Borderplanten,Ja,,,,,,,,,,,,,,
813,YAR1029,125,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,"Geel, Bruin",Scrophulariacea,Vingerhoedskruid,Digitalis,8-11,Borderplanten,,,,,,,,,,,,,,,
814,YAR2726,60,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,"Paars, Bruin",Scrophulariacea,Vingerhoedskruid,Digitalis,8-11,Borderplanten,Ja,,,,,,,,,,,,,,
815,YAR3299,15,Ja,"September, Augustus, Juli, Juni, Mei",Vochthoudend-vochtig,Zon,Groen,Wit,Violaceae,Viooltje,Viola,8-11,Borderplanten,,,,,,,,,,,,,,,
816,YAR3380,20,Ja,"September, Augustus, Juli, Juni, Mei",Vochthoudend-vochtig,Zon,Groen,"Wit, Paars",Violaceae,Viooltje,Viola,8-11,Borderplanten,,,,,,,,,,,,,,,
817,YAR3121,25,Nee,"September, Augustus, Juli, Juni",Vochthoudend,Schaduw,Groen,"Wit, Paars",Violaceae,Viooltje,Viola,11-15,Borderplanten,,,,,,,,,,,,,,,
818,YAR3316,15,Nee,"April, Mei",Vochthoudend,Schaduw,Groen,Blauw,Violaceae,Viooltje,Viola,8-11,Borderplanten,,,,,,,,,,,,,,,
819,YAR882,70,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Blauw,Campanulaceae,Virginische lobelia,Lobelia,8-11,Borderplanten,,,Ja,,,,,,,,,,,,
820,YAR1467,250,Nee,"Mei, Juni",Vochthoudend,Halfschaduw / zon,"Groen, Geel",Wit,Caprifoliaceae,Vlier,Sambucus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,
821,YAR4011,300,Nee,"Mei, Juni",Vochthoudend,"Halfschaduw, Zon","Bruin, Paars",Roze,Caprifoliaceae,Vlier,Sambucus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,
822,YAR2962,400,Nee,"Juni, Mei",Vochthoudend,Halfschaduw / zon,"Rood, Paars","Wit, Roze",Caprifoliaceae,Vlier,Sambucus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,
823,YAR1076,250,Nee,"Mei, Juni",Vochthoudend,Halfschaduw / zon,"Groen, Wit",Wit,Caprifoliaceae,Vlier,Sambucus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,
824,YAR686,300,Nee,"Juni, Mei",Droog-vochthoudend,"Halfschaduw, Zon",Groen,Paars,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Zwak zuur tot licht basisch,,,,,,,,,6-8,,,,
825,YAR1149,250,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Paars,Buddlejaceae,Vlinderstruik,Buddleja,1,Tuin thema's en Meer,,Alle grondsoorten,,,,,,,,,,,,,
826,YAR1108,250,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Paars,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,
827,YAR2783,250,Nee,"Augustus, September",Droog-vochthoudend,Zon,Groen,Paars,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,
828,YAR3377,150,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Blauw,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,
829,YAR2318,150,Nee,"September, Augustus, Juli",Droog-vochthoudend,Zon,Groen,"Roze, Rood",Buddlejaceae,Vlinderstruik,Buddleja,1-2,Tuin thema's en Meer,,Neutraal tot basisch,,,,,,,,,,,,,
830,YAR1855,250,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Roze,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,
831,YAR2199,150,Nee,"September, Augustus, Juli",Droog-vochthoudend,Zon,Groen,"Paars, Rood",Buddlejaceae,Vlinderstruik,Buddleja,1-2,Tuin thema's en Meer,,Neutraal tot basisch,,,,,,,,,,,,,
832,YAR2611,250,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Wit,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,
833,YAR5899,250,Nee,"Augustus, Juni, Juli",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Geel,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,
834,YAR987,250,Nee,"September, Augustus, Juli",Droog-vochthoudend,Lichte schaduw / zon,Groen,"Geel, Oranje",Buddlejaceae,Vlinderstruik,Buddleja,1-2,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,
835,YAR3285,35,Ja,"Januari, Februari, Maart, April",Droog-vochthoudend,Zon,Groen,Wit,Ericaceae,Voorjaarsheide,Erica,7,Borderplanten,,,,,,,,,,,,,,,
836,YAR3254,30,Ja,"Mei, Juni",Vochthoudend,Halfschaduw / zon,Groen,"Paars, Blauw",Polemoniaceae,Voorjaarsvlambloem,Phlox,8-11,Borderplanten,,,,,,,,,,,,,,,
837,YAR1448,30,Ja,"Mei, Juni",Vochthoudend,Halfschaduw / zon,Groen,"Paars, Blauw",Polemoniaceae,Voorjaarsvlambloem,Phlox,8-11,Borderplanten,Ja,,Ja,,,,,,,,,,,,
838,YAR1419,15,Ja,"Juli, Juni, Mei",Vochthoudend-vochtig,Lichte schaduw,Groen,"Paars, Blauw",Polemoniaceae,Voorjaarsvlambloem,Phlox,25,Borderplanten,Ja,Zwak zuur tot neutraal,Ja,,Rotstuin,,,,,,,,,,
839,YAR28122,25,Ja,Mei,,,,Wit,,,,,Heesters en Struiken,,,,,,,,,,,,,,,
840,YAR1900,300,Ja,"Mei, Juni",Droog-vochthoudend,Lichte schaduw / zon,Groen,Wit,Rosaceae,Vuurdoorn,Pyracantha,,Haagplanten,,Zwak zuur tot licht basisch,,,,,,,,3-4,,,,,
841,YAR3930,400,Ja,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,"Groen, Rood",Wit,Rosaceae,Vuurdoorn,Pyracantha,,Haagplanten,,,,,,,,,,,,,,,
842,YAR4034,80,Nee,"Juni, Juli, Augustus, September, Oktober",Droog-vochthoudend,Zon,Groen,"Rood, Oranje",Asphodelaceae,Vuurpijl,Kniphofia,,Borderplanten,,,,,,,,,,,,,,,
843,YAR4058,80,Nee,"Juni, Juli, Augustus, September, Oktober",Droog-vochthoudend,Zon,Groen,"Rood, Oranje",Asphodelaceae,Vuurpijl,Kniphofia,,Borderplanten,,,,,,,,,,,,,,,
844,YAR4083,125,Nee,"Mei, Juni, Juli",Vochthoudend-vochtig,"Halfschaduw, Zon","Geel, Groen",Roze,Caprifoliaceae,Weigelia,Weigela,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,6-8,,,,
845,YAR399,125,Nee,"Mei, Juni, Juli",Vochthoudend-vochtig,Lichte schaduw / zon,Geel,Roze,Caprifoliaceae,Weigelia,Weigela,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,6-8,,,,
846,YAR3365,70,Nee,"Juni, Juli, Augustus",Vochthoudend-vochtig,Zon,Groen,Wit,Asteraceae,Wilde bertram,Achillea,,Borderplanten,,,,,,,,,,,,,,,
847,YAR1020,50,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Wilde bertram,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,
848,YAR2187,40,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Wilde bertram,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,
849,YAR2270,70,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Wilde bertram,Achillea,,Borderplanten,,,,,,,,,,,,,,,
850,YAR573,100,Nee,"Mei, Juni, Juli",Vochthoudend,Schaduw,Groen,Paars,Brassicaceae,Wilde judaspenning,Lunaria,,Planten op standplaats,,,,,,,,,,,,,,,
851,YAR1557,300,Nee,"Juni, Juli",Vochthoudend-vochtig,Halfschaduw,Groen,"Paars, Geel",Caprifoliaceae,Wilde kamperfoelie,Lonicera,1-2,Klimplanten,Tot -25 graden Celsius,Zuur tot zwak zuur,Ja,,,,,"Leiplant, Ranken","Klimdraad, Multibinder, Spandraad, Trellis",,,,,,
852,YAR1803,300,Nee,"Juni, Juli",Vochthoudend-vochtig,"Halfschaduw, Schaduw",Groen,"Paars, Geel",Caprifoliaceae,Wilde kamperfoelie,Lonicera,1-2,Klimplanten,Tot -25 graden Celsius,Zuur tot zwak zuur,Ja,,,,,"Leiplant, Ranken","Klimdraad, Multibinder, Spandraad, Trellis",,,,,,
853,YAR2241,50,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,"Paars, Roze",Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,
854,YAR1940,50,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Wit,Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,
855,YAR912,35,Nee,"September, Augustus, Juli",Droog-vochthoudend,Zon,"Groen, Geel",Roze,Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,
856,YAR1216,25,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Roze,Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,
857,YAR1504,25,Nee,"September, Augustus, Juli",Droog-vochthoudend,Zon,"Groen, Geel",Roze,Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,
858,YAR2930,2,Ja,"Juni, Juli",Vochthoudend-vochtig,Zon,Groen,Roze,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,Zwak zuur tot neutraal,,,,,,,,,,,,,
859,YAR2251,3,Ja,"Juni, Juli",Vochthoudend,Zon,"Groen, Grijs",Paars,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,,,,,,,,,,,,,,
860,YAR527,5,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,Roze,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,,,,,,,,,,,,,,
861,YAR2725,5,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,Wit,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,,,,,,,,,,,,,,
862,YAR1034,5,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,Roze,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,,,,,,,,,,,,,,
863,YAR2419,200,Nee,"September, Oktober",Droog-vochthoudend,Zon,Groen,Geel,Asteraceae,Wilgebladzonnebloem,Helianthus,,Borderplanten,,,,,,,,,,,,,,,
864,YAR82,10,Ja,"Juni, Juli",Vochthoudend,Zon,Groen,Wit,Crassulaceae,Wit vetkruid,Sedum,11-15,Borderplanten,,,,,,,,,,,,,,,
865,YAR804,10,Ja,"Juni, Juli",Vochthoudend,Zon,"Bruin, Rood",Roze,Crassulaceae,Wit vetkruid,Sedum,11-15,Borderplanten,,,,,,,,,,,,,,,
866,YAR829,500,Nee,Mei,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Wit,Rosaceae,Witte lijsterbes,Sorbus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,
867,YAR4054,80,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Witte zonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,
868,YAR2546,80,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Witte zonnehoed,Echinacea,7,Borderplanten,,,,,,,,,,,,,,,
869,YAR25667,150,Nee,"April, Mei",Vochthoudend,"Zon, Halfschaduw",Groen,Groen,Grossulariaceae,Witte aalbes,,1-2,Heesters en Struiken,Tot -25 graden Celsius,,Ja,,,,,,,,,Nee,,,
870,YAR307,1000,Nee,Mei,Vochthoudend,Zon,Groen,Wit,Fabaceae,Witte blauweregen,Wisteria,,Klimplanten,,Zwak zuur tot neutraal,,,,,,,,,,,,,
871,YAR23508,400,Nee,"Augustus, Mei",,,Groen,,,,,,Tuin thema's en Meer,Ja,,,,,,,Ranken,"Klimdraad, Spandraad, Multibinder",,,,,,
872,YAR3749,750,Nee,Mei,Droog-vochthoudend,Zon,Groen,,Vitaceae,Witte druif,Vitis,,Klimplanten,Ja,,,,,,,Ranken,"Klimdraad, Spandraad, Multibinder",,,,,,
873,YAR26576,300,Nee,"Juli, Augustus",Droog-vochthoudend,"Zon, Halfschaduw",Groen,,Vitaceae,Witte druif,Vitis,1,Tuin thema's en Meer,Tot -20 graden Celsius,Neutraal,,Kalkminnend,,,,Ranken,Spandraad,,,,,,
874,YAR2300,20,Nee,"September, Augustus, Juli, Juni, Mei",Vochthoudend,Halfschaduw / zon,"Bruin, Rood",Wit,Fabaceae,Witte klaver,Trifolium,,Borderplanten,,,,,,,,,,,,,,,
875,YAR1979,80,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,"Groen, Blauw",Wit,Caprifoliaceae,Witte spoorbloem,Centranthus,,Borderplanten,,,,,,,,,,,,,,,
876,YAR855,80,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,"Geel, Bruin",Scrophulariacea,Wollig vingerhoedskruid,Digitalis,8-11,Borderplanten,Ja,,,,,,,,,,,,,,
877,YAR924,200,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Wit,Caprifoliaceae,Wollige sneeuwbal,Viburnum,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,
878,YAR2449,400,Nee,"Mei, Juni",Droog-vochthoudend,Lichte schaduw / zon,"Groen, Geel",Wit,Caprifoliaceae,Wollige sneeuwbal,Viburnum,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,
879,YAR1037,100,Nee,"Mei, Juni, Juli",Vochthoudend,Zon,Groen,Roze,Asteraceae,Wormkruid,Tanacetum,,Borderplanten,,,,,,,,,,,,,,,
880,YAR3451,70,Nee,"Mei, Juni",Vochthoudend,Zon,Groen,"Roze, Rood",Asteraceae,Wormkruid,Tanacetum,,Borderplanten,,,,,,,,,,,,,,,
881,YAR3630,70,Nee,"Mei, Juni",Vochthoudend,Zon,Groen,"Roze, Rood",Asteraceae,Wormkruid,Tanacetum,,Borderplanten,,,,,,,,,,,,,,,
882,YAR657,70,Nee,"Mei, Juni",Vochthoudend,Zon,Groen,Roze,Asteraceae,Wormkruid,Tanacetum,,Borderplanten,,,,,,,,,,,,,,,
883,YAR1223,70,Nee,"Augustus, Juli, Juni",Vochthoudend-vochtig,Zon,Groen,"Roze, Rood",Asteraceae,Wormkruid,Tanacetum,,Borderplanten,,,,,,,,,,,,,,,
884,YAR1570,70,Nee,"Juni, Juli",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Wormkruid,Tanacetum,,Borderplanten,,,,,,,,,,,,,,,
885,YAR578,20,Ja,"Juli, Augustus",Vochthoudend,Zon,Grijs,Geel,Asteraceae,Wormkruid,Tanacetum,,Borderplanten,,,,,,,,,,,,,,,
886,YAR2517,140,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs","Wit, Groen",Apiaceae,Kruisdistel,Eryngium,,Borderplanten,,,,,,,,,,,,,,,
887,YAR866,350,Nee,"Januari, Februari, Maart",Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Geel,Hamamelidaceae,Zachte toverhazelaar,Hamamelis,,Tuin thema's en Meer,Ja,Zuur tot neutraal,,,,,,,,,4.5-7,,,,
888,YAR3097,70,Nee,"Mei, Juni",Droog-vochthoudend,Zon,"Blauw, Grijs",Wit,Brassicaceae,Zeekool,Crambe,,Borderplanten,,,,,,,,,,,,,,,
889,YAR589,60,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Roze,Caryophyllaceae,Zeepkruid,Saponaria,,Tuin thema's en Meer,,,,,,,,,,,,,,,
890,YAR2687,50,Nee,"Juni, Juli, Augustus",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,"Roze, Paars, Rood",Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
891,YAR182,60,Nee,"Juni, Juli, Augustus",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,"Roze, Wit, Grijs",Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,,,,,,,,,,,,,,,
892,YAR2382,60,Nee,"Juni, Juli, Augustus",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Wit,Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
893,YAR1392,60,Nee,"September, Augustus, Juli, Juni",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,"Roze, Wit",Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
894,YAR570,50,Nee,"September, Augustus, Juli, Juni",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,"Rood, Roze",Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
895,YAR498,70,Nee,"September, Augustus, Juli, Juni",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,"Rood, Roze",Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
896,YAR1133,70,Nee,"September, Augustus, Juli, Juni",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Roze,Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,,,,,,,,,,,,,,,
897,YAR3617,60,Nee,"Juni, Juli, Augustus",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Roze,Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
898,YAR392,60,Nee,"Juni, Juli, Augustus",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,"Rood, Roze, Paars",Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,,,,,,,,,,,,,,,
899,YAR1169,70,Nee,"September, Augustus, Juli, Juni",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Rood,Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
900,YAR1139,60,Nee,"Augustus, Juli, Juni",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Wit,Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
901,YAR3300,60,Nee,"Augustus, Juli, Juni",Vochthoudend-vochtig,"Halfschaduw, Zon","Groen, Wit, Roze",Wit,Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
902,YAR100,60,Nee,"Juni, Juli, Augustus",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Roze,Apiaceae,Zeeuws knoopje,Astrantia,7-9,Borderplanten,Ja,,,,,,,,,,,,,,
903,YAR2899,60,Nee,"Juli, Augustus",Vochthoudend,Halfschaduw,Groen,Blauw,Gentianaceae,Zijdeplantgentiaan,Gentiana,,Tuin thema's en Meer,,,,,,,,,,,,,,,
904,YAR1649,70,Nee,"Oktober, September, Augustus",Droog-vochthoudend,Zon,Groen,"Paars, Blauw",Asteraceae,Zomeraster,Aster,,Borderplanten,,,,,,,,,,,,,,,
905,YAR1814,180,Nee,"Augustus, September",Droog-vochthoudend,Zon,Groen,Geel,Asteraceae,Zonnebloem,Helianthus,,Borderplanten,,,,,,,,,,,,,,,
906,YAR1505,200,Nee,"Augustus, September, Oktober",Droog-vochthoudend,Zon,Groen,Geel,Asteraceae,Zonnebloem,Helianthus,,Borderplanten,,,,,,,,,,,,,,,
907,YAR1821,160,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Geel,Asteraceae,Zonnebloem,Helianthus,,Borderplanten,,,,,,,,,,,,,,,
908,YAR1622,160,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Geel,Asteraceae,Zonnebloem,Helianthus,,Borderplanten,,,,,,,,,,,,,,,
