,Plantnummer:,Maximale groeihoogte (in CM):,Wintergroen?:,Bloeimaand:,Vochtigheid grond:,Positie in de tuin:,Bladkleur:,Bloemkleur:,Plantenfamilie:,Nederlandse naam:,Geslacht:,Plantdichtheid Aantal planten per m2:,Type,winterhard:,Wat voor soort grond past erbij?:,Bijvriendelijk:,Soort bodem:,Type tuin :,Snoeiperiode:,Giftig:,Groeiwijze klimplant:,Ondersteuning klimplant:,Haagplanten per strekkende meter:,pH waarde:,Stekels:,Planttijd:,Voeding / Bemesting:,Voeding periode:,Maintenance,Maintenance description
553,YAR4053,40,Nee,"Augustus, Juni, Juli",Vochthoudend-vochtig,"Schaduw, Halfschaduw",Groen,"Roze, Paars",Saxifragaceae,Pluimspirea,Astilbe,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
554,YAR66,40,Nee,"Augustus, September",Vochthoudend,Schaduw,Groen,Paars,Saxifragaceae,Pluimspirea,Astilbe,7-9,Borderplanten,,Neutraal,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
555,YAR4078,60,Nee,"Juli, Augustus, Juni",Vochthoudend-vochtig,"Halfschaduw, Schaduw",Groen,Wit,Saxifragaceae,Pluimspirea,Astilbe,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
556,YAR3107,120,Nee,"Mei, Juni",Droog,Halfschaduw,Groen,Wit,Liliaceae,Salomonszegel,Polygonatum,,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
557,YAR1425,40,Nee,"Mei, Juni",Vochthoudend,Halfschaduw,Groen,Paars,Liliaceae,Salomonszegel,Polygonatum,,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
558,YAR2793,5,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw,Groen,Roze,Liliaceae,Salomonszegel,Polygonatum,,Borderplanten,,Zwak zuur tot neutraal,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
559,YAR264,70,Nee,"Mei, Juni",Droog,Halfschaduw,Groen,Wit,Liliaceae,Gewone salomonszegel,Polygonatum,,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
560,YAR507,50,Nee,"Mei, Juni",Droog,Halfschaduw,Groen,Wit,Liliaceae,Welriekende salomonszegel,Polygonatum,,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
561,YAR2169,100,Nee,"Mei, Juni",Droog,Halfschaduw,Groen,Wit,Liliaceae,Tuinsalomonszegel,Polygonatum,,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
562,YAR1459,300,Ja,Mei,Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Paars,Ericaceae,Pontische rododendron,Rhododendron,1-3,Heesters en Struiken,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
563,YAR1729,250,Ja,Mei,Vochthoudend-vochtig,"Halfschaduw, Zon",Wit,Paars,Ericaceae,Pontische rododendron,Rhododendron,1,Heesters en Struiken,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
564,YAR2460,300,Ja,Juni,Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Wit,Rosaceae,Laurierkers,Prunus,,Haagplanten,,Zwak zuur tot licht basisch,,,,"April, September",,,,,,Nee,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
565,YAR1965,150,Nee,"Mei, April",Droog-vochthoudend,Lichte schaduw / zon,"Bruin, Rood","Wit, Roze",Rosaceae,Sierkers,Prunus,,Bomen,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
566,YAR2878,150,Nee,"April, Mei",Droog-vochthoudend,Lichte schaduw / zon,Groen,Wit,Rosaceae,"Prunus, Sierkers",Prunus,,Bomen,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
567,YAR2492,300,Nee,April,Droog-vochthoudend,Lichte schaduw / zon,Groen,Roze,Rosaceaea,Sierkers,Prunus,,Bomen,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
568,YAR3966,,Ja,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,,Wit,Rosaceae,Vuurdoorn,Pyracantha,,Haagplanten,,,,,,,Besjes zijn giftig,,,,,,,,,Geen,De plant is bacterievuur en schurftbestendig en heeft geen speciale zorg nodig.
569,YAR1189,700,Nee,"Juni, Juli",Droog-vochthoudend,"Halfschaduw, Zon",Groen,Wit,Rosaceae,Ramblerroos,Rosa,1,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Hoog,"Deze rozen bloeien slechts éénmalig in juni-juli op zgn meerjarig hout (takken die het voorgaande jaar zijn gegroeid). Om de struik in toom te houden worden na de bloei de oudste en langste takken diep weggeknipt, waardoor er jonge takken kunnen ontstaan op deze plekken. Zorg dat er maximaal 4 tot 5 takken uit de basis komen, de rest tot aan basis weghalen. De hogere delen van de takken verjongen door deze in te snoeien boven een punt waar een nieuwe krachtige loot zich ontwikkelt."
570,YAR4037,200,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
571,YAR971,200,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Paars,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
572,YAR140,125,Nee,"Juni, Juli, Augustus",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
573,YAR18,125,Nee,"Augustus, Juli, Juni",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
574,YAR1767,150,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
575,YAR3364,200,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Paars,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
576,YAR19,200,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Paars,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
577,YAR83,175,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
578,YAR481,200,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Wit, Blauw",Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
579,YAR2026,150,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Wit, Blauw",Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
580,YAR1122,180,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Paars,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
581,YAR20,200,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
582,YAR1995,125,Nee,"Juni, Juli, Augustus",Vochthoudend,Zon,Groen,Wit,Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
583,YAR3253,175,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
584,YAR2265,175,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
585,YAR2477,125,Nee,"Juni, Juli, Augustus",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
586,YAR2005,150,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
587,YAR231,200,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Wit,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
588,YAR3729,150,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
589,YAR1693,200,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
590,YAR21,200,Nee,"Juni, Juli",Vochthoudend,"Zon, Halfschaduw",Groen,"Wit, Paars",Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
591,YAR1860,125,Nee,"Augustus, Juli, Juni",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
592,YAR967,125,Nee,"Augustus, Juli, Juni",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
593,YAR2626,175,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
594,YAR852,150,Nee,"Juni, Juli, Augustus",Vochthoudend,Zon,Groen,Wit,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
595,YAR2357,175,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Roze, Blauw",Ranunculaceae,Ridderspoor,Delphinium,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
596,YAR2357,175,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Roze, Blauw",Ranunculaceae,Ridderspoor,Delphinium,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
597,YAR982,100,Nee,"Juni, Juli, Augustus",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
598,YAR1411,175,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
599,YAR552,175,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Paars, Blauw",Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
600,YAR52,175,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,"Wit, Roze",Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
601,YAR766,200,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
602,YAR2330,125,Nee,"Juni, Juli, Augustus",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
603,YAR2856,40,Nee,"September, Augustus, Juli, Juni",Droog-vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,9-11,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
604,YAR3654,50,Nee,"Juni, Juli",Droog-vochthoudend,Zon,Groen,"Rood, Oranje",Ranunculaceae,Ridderspoor,Delphinium,9-11,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
605,YAR1928,60,Nee,"Juni, Juli",Vochthoudend,Zon,Groen,Blauw,Ranunculaceae,Ridderspoor,Delphinium,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
606,YAR3248,100,Nee,"Juni, Juli, Augustus",Vochthoudend,Zon,Groen,Roze,Ranunculaceae,Ridderspoor,Delphinium,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.
607,YAR333,200,Nee,"Augustus, Juli, Juni, Mei",Vochthoudend,Zon,Groen,"Roze, Rood",Rosaceae,Rimpelroos,Rosa,1-2,Tuin thema's en Meer,Tot -15 graden Celsius,Zuur tot zwak zuur,Ja,,,,,,,,5-7,Ja,,,,,
608,YAR2114,450,Nee,"Juni, Juli",Droog-vochthoudend,Zon,Paars,"Geel, Groen",Anacardiaceae,Pruikenboom,Cotinus,,Tuin thema's en Meer,,Neutraal tot basisch,,,,,,,,,7-9,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
609,YAR446,200,Nee,"April, Mei",Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Rood,Grossulariaceae,Aalbes,Ribes,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Hoog,"Na het planten worden de takken voor 1/3 ingesnoeid. In de zomer de nieuwe scheuten die uit de grond komen verwijderen. In de winter worden de zijscheuten teruggesnoeid op 5 cm. Zware zijscheuten geheel verwijderen. De top alleen insnoeien als de plant hoger moet worden, anders deze niet insnoeien. In de tweede zomer de scheuten die uit de grond komen verwijderen. De mooiste vrucht-trossen komen aan kort vruchthout. Bij oude struiken kan soms een gehele tak verwijderd worden, waarbij deze vervangen wordt door een nieuwe grondscheut."
610,YAR4015,100,Nee,"Juli, Augustus, September",Vochthoudend,Zon,Groen,Roze,Asteraceae,Rode zonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
611,YAR2624,50,Nee,"Juli, Augustus, September",Vochthoudend,Zon,Groen,Roze,Asteraceae,Rode zonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft weinig zorg nodig.
612,YAR4042,45,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Rode zonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,,Gemiddeld,"Na een aantal jaren de volgroeide plant opnemen, delen en opnieuw planten. Dit komt ook de bloei ten goede. Bij lange koude vorstperiodes kunt u de plant het beste afdekken in verband met mogelijke bevriezing. De plant kan worden gezaaid en meestal bloeit Echinacea purpurea reeds hetzelfde jaar."
613,YAR2748,90,Nee,"Juli, Augustus, September",Vochthoudend,Zon,Groen,Roze,Asteraceae,Rode zonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
614,YAR1921,100,Nee,"Juli, Augustus, September",Vochthoudend,Zon,Groen,Roze,Asteraceae,Rode zonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
615,YAR1080,90,Nee,"September, Augustus, Juli",Vochthoudend,Zon,Groen,"Paars, Rood",Asteraceae,Rode zonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
616,YAR910,100,Nee,"Juli, Augustus, September",Vochthoudend,Zon,Groen,Wit,Asteraceae,Rode zonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
617,YAR1322,200,Nee,"April, Mei",Vochthoudend-vochtig,Lichte schaduw / zon,Groen,"Wit, Groen",Grossulariaceae,Aalbes,Ribes,1-2,Fruitstruiken en moestuinplanten,Tot -25 graden Celsius,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Hoog,"Na het planten worden de takken voor 1/3 ingesnoeid. In de zomer de nieuwe scheuten die uit de grond komen verwijderen. In de winter worden de zijscheuten teruggesnoeid op 5 cm. Zware zijscheuten geheel verwijderen. De top alleen insnoeien als de plant hoger moet worden, anders deze niet insnoeien. In de tweede zomer de scheuten die uit de grond komen verwijderen. De mooiste vrucht-trossen komen aan kort vruchthout. Bij oude struiken kan soms een gehele tak verwijderd worden, waarbij deze vervangen wordt door een nieuwe grondscheut."
618,YAR25702,150,Nee,Mei,Droog-vochthoudend,"Zon, Halfschaduw",Groen,"Wit, Roze",Rosaceae,Rode herfstframboos,,,Tuin thema's en Meer,Tot -20 graden Celsius,,Ja,,,,,Leiplant,"Klimdraad, Trellis",6-8,,,,,,Hoog,"Na het planten de bestaande scheut insnoeien tot 30 cm boven de grond. In de loop van het voorjaar komen er nieuwe scheuten uit de grond, deze aanbinden aan de draden. Maximaal 2 scheuten per plant aanhouden, de overige scheuten verwijderen. De oude, ingesnoeide scheuten geheel verwijderen. De jonge scheuten zullen het volgende jaar vrucht dragen. In de tweede zomer weer 2 nieuwe grondscheuten aanbinden, op dit moment zijn er dus 4 scheuten aanwezig (2 dragende en 2 nieuwe). Na de oogst de 2 scheuten die vruchten hebben gegeven verwijderen. Zo kunt u jaren doorgaan."
619,YAR1,400,Nee,"Mei, Juni",Vochthoudend,Halfschaduw,Groen,Wit,Cornaceae,Rode kornoelje,Cornus,,Tuin thema's en Meer,Ja,Neutraal,,,,,,,,,,,,,,Laag,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
620,YAR726,80,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,"Groen, Blauw",Rood,Caprifoliaceae,Rode spoorbloem,Centranthus,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant na de bloei terugsnijden levert meestal een doorbloei of tweede bloei op.
621,YAR1265,300,Ja,Juni,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Wit,Ericaceae,Rododendron,Rhododendron,1-3,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
622,YAR2124,300,Ja,"Mei, Juni",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,"Lila, Paars",Ericaceae,Rododendron,Rhododendron,1-3,Heesters en Struiken,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
623,YAR1131,300,Ja,"Mei, Maart, April",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Roze,Ericaceae,Rododendron,Rhododendron,1,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,4.5-7,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
624,YAR1886,100,Nee,Mei,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Oranje,Ericaceae,Rododendron,Rhododendron,1-3,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
625,YAR3487,300,Ja,Mei,Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Wit,Ericaceae,Rododendron,Rhododendron,1,Heesters en Struiken,,Zwak zuur tot licht basisch,,,,,,,,,4.5-6,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
626,YAR1723,100,Ja,"April, Mei",Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,Wit,Ericaceae,Rododendron,Rhododendron,1-3,Heesters en Struiken,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
627,YAR1799,100,Nee,Mei,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Oranje,Ericaceae,Rododendron,Rhododendron,1-3,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
628,YAR2004,100,Nee,Mei,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Geel,Ericaceae,Rododendron,Rhododendron,1-3,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
