,ID,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
547,547,Penningkruid Lysimachia nummularia,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni Juli,BladGroen,BloemGeel,Wintergroen,10,Lichteschaduw Zon,Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/penningkruid.jpg"
548,548,Penningkruid Lysimachia nummularia Aurea,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juli Juni Mei,BladGroen BladGeel,BloemGeel,Wintergroen,10,"Halfschaduw, zon",Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3559_src.jpg"
549,549,Peterselievlier Sambucus nigra Laciniata,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,1000,"Halfschaduw, zon",Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2288_src.jpg"
550,550,Pluimhortensia Hydrangea paniculata Grandiflora,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli,BladGroen,BloemWit BloemRoze,NietWintergroen,300,"Halfschaduw, Zon",Vochthoudend vochtig,Gemiddeld,De plant bloeit op éénjarig hout. Om een goede groei en bloei te krijgen is het raadzaam de plant elk voorjaar (begin maart) sterk terug te knippen tot op 30-50 cm boven de grond.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Pluimhortensia-Hydrangea-Paniculata.jpeg"
551,551,Pluimhortensia Hydrangea paniculata Kyushu,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGroen,BloemWit,NietWintergroen,200,Lichteschaduw Halfschaduw,Vochthoudend vochtig,Gemiddeld,De plant bloeit op éénjarig hout. Om een goede groei en bloei te krijgen is het raadzaam de plant elk voorjaar (begin maart) sterk terug te knippen tot op 30-50 cm boven de grond.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1542_src.jpg"
552,552,Pluimhortensia Hydrangea paniculata Starlight Fantasy,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus September,BladGroen,BloemWit,NietWintergroen,200,Lichteschaduw Halfschaduw,Vochthoudend vochtig,Gemiddeld,De plant bloeit op éénjarig hout. Om een goede groei en bloei te krijgen is het raadzaam de plant elk voorjaar (begin maart) sterk terug te knippen tot op 30-50 cm boven de grond.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1455_src.jpg"
553,553,Pluimspirea Astilbe Roze,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juni Juli,BladGroen,BloemRoze BloemPaars,NietWintergroen,40,Halfschaduw Schaduw,Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Astilbe-chinensis-Pumila-Pluimspirea.jpg"
554,554,Pluimspirea Astilbe chinensis Pumila,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Augustus September,BladGroen,BloemPaars,NietWintergroen,40,Schaduw,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Schermafbeelding-2021-10-05-om-18.05.18.png"
555,555,Pluimspirea Astilbe wit,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus Juni,BladGroen,BloemWit,NietWintergroen,60,"Halfschaduw, Schaduw",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/20210903_121133_1.jpg"
556,556,Polygonatum biflorum,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,120,Halfschaduw,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3274_src.jpg"
557,557,Polygonatum curvistylum,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemPaars,NietWintergroen,40,Halfschaduw,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1641_src.jpg"
558,558,Polygonatum hookeri,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemRoze,NietWintergroen,5,Lichte schaduw,Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2793_src.jpg"
559,559,Polygonatum multiflorum,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,70,Halfschaduw,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1832_src.jpg"
560,560,Polygonatum odoratum,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,50,Halfschaduw,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_598_src.jpg"
561,561,Polygonatum x hybridum Weihenstephan,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,100,Halfschaduw,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2044_src.jpg"
562,562,Pontische Rododendron Rhododendron ponticum Roseum,Heesters en Struiken,GeenVogels,GeenBijen,GeenVlinders,Egels,GeenEekhoorns,Mei,BladGroen,BloemPaars,Wintergroen,300,"Halfschaduw, Zon",Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG_7310.jpg"
563,563,Pontische Rododendron Rhododendron ponticum Variegatum,Heesters en Struiken,GeenVogels,GeenBijen,GeenVlinders,Egels,GeenEekhoorns,Mei,BladWit,BloemPaars,Wintergroen,250,"Halfschaduw, Zon",Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Rhododendron-ponticum-'Variegatum'.png"
564,564,Portugese laurier Prunus Lusitanica Angustifolia,Haagplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni,BladGroen,BloemWit,Wintergroen,300,"Halfschaduw, Zon",Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/portugese-laurier-haag.png"
565,565,Prunus cistena,Bomen,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei April,BladBruin BladRood,BloemWit BloemRoze,NietWintergroen,150,Lichteschaduw Zon,Droog vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1948_src.jpg"
566,566,Prunus glandulosa Alba Plena,Bomen,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,April Mei,BladGroen,BloemWit,NietWintergroen,150,Lichteschaduw Zon,Droog vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3718_src.jpg"
567,567,Prunus nipponica Ruby,Bomen,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,April,BladGroen,BloemRoze,NietWintergroen,300,Lichteschaduw Zon,Droog vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2501_src.jpg"
568,568,kant en klaar pyracantha scherm 155x120/,Haagplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,,BloemWit,Wintergroen,,Lichteschaduw Zon,Vochthoudend vochtig,Geen,De plant is bacterievuur en schurftbestendig en heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Pyracantha_DartsRed_120x155_greyLR.jpg"
569,569,Ramblerroos Rosa Bobbie James,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemWit,NietWintergroen,700,"Halfschaduw, Zon",Droog vochthoudend,Hoog,"Deze rozen bloeien slechts éénmalig in juni-juli op zgn meerjarig hout (takken die het voorgaande jaar zijn gegroeid). Om de struik in toom te houden worden na de bloei de oudste en langste takken diep weggeknipt, waardoor er jonge takken kunnen ontstaan op deze plekken. Zorg dat er maximaal 4 tot 5 takken uit de basis komen, de rest tot aan basis weghalen. De hogere delen van de takken verjongen door deze in te snoeien boven een punt waar een nieuwe krachtige loot zich ontwikkelt.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1348_src.jpg"
570,570,Ridderspoor Delphinium,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemBlauw,NietWintergroen,200,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Ridderspoor-Delphinium-'Blue-Bird'-bloemen_2.png"
571,571,Ridderspoor Delphinium Astolat,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars,NietWintergroen,200,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1027_src.jpg"
572,572,Ridderspoor Delphinium Atlantis,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemBlauw,NietWintergroen,125,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1690_src.jpg"
573,573,Ridderspoor Delphinium Bellamosum,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen,BloemPaars BloemBlauw,NietWintergroen,125,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/ridderspoor-1.png"
574,574,Ridderspoor Delphinium Berghimmel,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemBlauw,NietWintergroen,150,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_526_src.jpg"
575,575,Ridderspoor Delphinium Black Knight,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars,NietWintergroen,200,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3696_src.jpg"
576,576,Ridderspoor Delphinium Black Knight Group,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars,NietWintergroen,200,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/ridderspoor-2.png"
577,577,Ridderspoor Delphinium Blauwal,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemBlauw,NietWintergroen,175,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1585_src.jpg"
578,578,Ridderspoor Delphinium Blue Bird,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemWit BloemBlauw,NietWintergroen,200,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Ridderspoor-Delphinium-'Blue-Bird'-bloemen.png"
579,579,Ridderspoor Delphinium Blue Jay,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemWit BloemBlauw,NietWintergroen,150,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2077_src.jpg"
580,580,Ridderspoor Delphinium Bruce,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars,NietWintergroen,180,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1281_src.jpg"
581,581,Ridderspoor Delphinium Camelliard,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars BloemBlauw,NietWintergroen,200,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Ridderspoor-3.png"
582,582,Ridderspoor Delphinium Casa Blanca,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemWit,NietWintergroen,125,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2005_src.jpg"
583,583,Ridderspoor Delphinium Chelsea Star,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars BloemBlauw,NietWintergroen,175,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3450_src.jpg"
584,584,Ridderspoor Delphinium Christel,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars BloemBlauw,NietWintergroen,175,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2235_src.jpg"
585,585,Ridderspoor Delphinium Cliveden Beauty,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemBlauw,NietWintergroen,125,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2466_src.jpg"
586,586,Ridderspoor Delphinium Finsteraarhorn,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars BloemBlauw,NietWintergroen,150,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2022_src.jpg"
587,587,Ridderspoor Delphinium Galahad,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemWit,NietWintergroen,200,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1799_src.jpg"
588,588,Ridderspoor Delphinium Gletscherwasser,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemBlauw,NietWintergroen,150,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3909_src.jpg"
589,589,Ridderspoor Delphinium Guinevere,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemBlauw,NietWintergroen,200,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_428_src.jpg"
590,590,Ridderspoor Delphinium King Arthur,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemWit BloemPaars,NietWintergroen,200,Halfschaduw Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Ridderspoor-Delphinium-'King-Arthur'-onderdeel-van-borderpakket.png"
591,591,Ridderspoor Delphinium Kleine Nachtmusik,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen,BloemPaars BloemBlauw,NietWintergroen,125,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1954_src.jpg"
592,592,Ridderspoor Delphinium Lamartine,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen,BloemPaars BloemBlauw,NietWintergroen,125,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1020_src.jpg"
593,593,Ridderspoor Delphinium Lord Butler,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars BloemBlauw,NietWintergroen,175,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3849_src.jpg"
594,594,Ridderspoor Delphinium Moerheimii,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemWit,NietWintergroen,150,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1064_src.jpg"
595,595,Ridderspoor Delphinium Ouverture,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemRoze BloemBlauw,NietWintergroen,175,Zon,Vochthoudend,Laag,De plant kan wel wat steun gebruiken. Plaats tijdig een plantensteun of breng wat rijshout aan tussen de planten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Ridderspoor-4.png"
