,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
506,Marjolein-Origanum-laevigatum-Herrenhausen,Borderplanten,,Ja,Ja,,,"September, Augustus, Juli",Groen,"Roze, Paars",Nee,50,Zon,Droog-vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_698_src.jpg']"
507,Marjolein-Origanum-laevigatum-Hopleys,Borderplanten,,Ja,Ja,,,"Juli, Augustus, September",Groen,Paars,Nee,50,Zon,Droog-vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1452_src.jpg']"
508,Marjolein-Origanum-microphyllum,Borderplanten,,Ja,Ja,,,"September, Augustus, Juli",Grijs,"Roze, Paars",Nee,30,Zon,Vochthoudend-vochtig,Laag,Na de bloei de bloemen verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_979_src.jpg']"
509,tweestijlige-meidoorn-crataegus-laevigata-paul-s-scarlet/,Bomen,Ja,,,,,"April, Mei",Groen,"Roze, Rood",Nee,1000,Lichte schaduw / zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/meidoorn-rood.jpg']"
510,Meidoorn-Crataegus-monogyna,Bomen,Ja,,,,,Mei,Groen,Wit,Nee,800,"Halfschaduw, Zon",Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Crataegus-meidoornhaag-in-bloei.png']"
511,Meidoorn-Crataegus-nitida,Bomen,Ja,,,,,Mei,Groen,Wit,Nee,500,Lichte schaduw / zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1549_src.jpg']"
512,Meidoorn-Crataegus-persimilis-Splendens,Bomen,Ja,,,,,"Mei, Juni",Groen,Wit,Nee,800,Lichte schaduw / zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/meidoorn.jpeg']"
513,Middelste-teunisbloem-Oenothera-biennis,Borderplanten,Ja,,,,,"Juli, Augustus, September",Groen,Geel,Ja,150,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1370_src.jpg']"
514,Moederkruid-Tanacetum-parthenium,Borderplanten,Ja,Ja,Ja,,,"September, Oktober",Groen,Wit,Nee,70,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2037_src.jpg']"
515,Moederkruid-Tanacetum-parthenium-Rowallane,Borderplanten,Ja,Ja,Ja,,,"September, Oktober",Groen,Wit,Nee,70,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3952_src.jpg']"
516,Moeraseik-Quercus-palustris,Bomen,Ja,,,,,,,,Nee,2500,,,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/moeraseik.png']"
517,Moerassperia-Filipendula-ulmaria,Borderplanten,,Ja,,,,"Juni, Juli",Groen,Wit,Ja,120,,Vochthoudend-vochtig,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/moerassperia-1502720094_src.jpg']"
518,Montbretia-Crocosmia-Emily-McKenzie,Borderplanten,,Ja,Ja,,,"Augustus, September",Groen,Oranje,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Screenshot_20210827-133114_Drive_1.jpg']"
519,Mottenkruid-Verbascum-blattaria,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Geel,Ja,100,Zon,Droog,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1805_src.jpg']"
520,Mottenkruid-Verbascum-blattaria-Albiflorum,Borderplanten,Ja,Ja,Ja,,,"Augustus, Juli, Juni",Groen,"Wit, Roze",Ja,100,Zon,Droog,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3628_src.jpg']"
521,Muskaatsalie-Salvia-Sclarea-Alba,Borderplanten,,Ja,Ja,,,"Juni, Juli",Grijs,"Wit, Paars",Ja,100,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1907_src.jpg']"
522,Muurfijnstraal-Erigeron-karvinskianus,Borderplanten,,Ja,Ja,,,"Mei, Juni, Juli, Augustus",Groen,"Wit, Roze",Nee,40,Zon,Droog-vochthoudend,Laag,De plant heeft weinig zorg nodig. Iedere 2 tot 3 jaar scheuren.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1725_src.jpg']"
523,Nagelkruid-Geum-Geel,Borderplanten,,Ja,Ja,,,"Mei, Juni, Juli",Groen,Geel,Ja,50,Zon,Vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1567_src.jpg']"
524,Nagelkruid-Geum-Oranje,Borderplanten,,Ja,,,,"Augustus, Juli, Juni, Mei",Groen,"Rood, Oranje",Ja,40,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Nagelkruid-Geum-'Oranje'-in-borderpakket.jpg""]"
525,Niervaren-Dryopteris-marginalis,Borderplanten,Ja,,,,,,Groen,,Nee,60,Halfschaduw,Vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_52_src.jpg']"
526,Ooievaarsbek-Geranium-Vision-violet,Borderplanten,Ja,,Ja,,,"September, Augustus, Juli, Juni",Groen,Roze,Nee,50,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1670_src.jpg']"
527,Ooievaarsbek-Geranium-clarkei-Kashmir-Purple,Borderplanten,Ja,,,,,"Juni, Juli",Groen,"Paars, Blauw",Nee,30,Halfschaduw / zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Ooievaarsbek-Geranium-clarkei-'Kashmir-Purple'.png""]"
528,Ooievaarsbek-Geranium-clarkei-Kashmir-White,Borderplanten,Ja,,,,,"Juni, Juli",Groen,"Wit, Roze",Nee,30,Halfschaduw / zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1754_src.jpg']"
529,Ooievaarsbek-Geranium-sanguineum-Nanum,Borderplanten,Ja,,,,,"September, Augustus, Juli, Juni",Groen,"Paars, Rood",Nee,15,Lichte schaduw,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1793_src.jpg']"
530,Ooievaarsbek-Geranium-sylvaticum-Silva,Borderplanten,,Ja,Ja,,,"Juni, Juli",Groen,"Paars, Blauw",Nee,70,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1520_src.jpg']"
531,Ooievaarsbek-Geranium-x-oxonianum-Thurstonianum,Borderplanten,Ja,,,,,"Juni, Juli, Augustus",Groen,Paars,Nee,50,Halfschaduw / zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1555_src.jpg']"
532,Oosterse-klaproos-Papaver-orientale-Brilliant,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Rood,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2312_src.jpg']"
533,Oosterse-klaproos-Papaver-orientale-Goliath,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Rood,Nee,100,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1624_src.jpg']"
534,Oosterse-klaproos-Papaver-orientale-Karine,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Roze,Nee,60,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3983_src.jpg']"
535,Oosterse-klaproos-Papaver-orientale-Lady-Moore,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Roze,Nee,100,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_948_src.jpg']"
536,Oosterse-klaproos-Papaver-orientale-May-Sadler,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Roze,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2332_src.jpg']"
537,oosterse-klaproos-papaver-orientale-perry-s-white/,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Wit,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1337_src.jpg']"
538,Oosterse-klaproos-Papaver-orientale-Pinnacle,Borderplanten,,Ja,,,,"Mei, Juni",Groen,"Wit, Oranje",Nee,70,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2779_src.jpg']"
539,Oosterse-klaproos-Papaver-orientale-Prinzessin-Victoria-Louise,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Lila,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1146_src.jpg']"
540,Oosterse-klaproos-Papaver-orientale-Rembrandt,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Rood,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2432_src.jpg']"
541,Oosterse-klaproos-Papaver-orientale-Showgirl,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Roze,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2767_src.jpg']"
542,Oosterse-klaproos-Papaver-orientale-Sturmfackel,Borderplanten,,Ja,,,,"Mei, Juni",Groen,Rood,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2355_src.jpg']"
543,Orchideeprimula-Primula-vialii,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,"Paars, Rood, Roze",Nee,40,Halfschaduw,Vochthoudend-vochtig,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Primula_1.jpg']"
544,Paarse-Toorts-Verbascum-phoeniceum,Borderplanten,Ja,Ja,Ja,,,"Mei, Juni",Groen,Gemengd,Nee,80,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_275_src.jpg']"
545,Passiebloem-Passiflora-caerulea,Klimplanten,,,Ja,,,"Juli, Augustus, September",Groen,"Wit, Blauw",Nee,500,Zon,Vochthoudend-vochtig,Laag,Lange scheuten die in de weg zitten wegknippen. De plant hoeft verder niet gesnoeid te worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Passiebloem-Passiflora-caerulea-.jpg']"
546,Passiebloem-Passiflora-caerulea-Constance-Elliott,Heesters en Struiken,,,Ja,,,"Juli, Augustus, September",Groen,Wit,Nee,500,Zon,Vochthoudend-vochtig,Laag,Lange scheuten die in de weg zitten wegknippen. De plant hoeft verder niet gesnoeid te worden.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Passiebloem-Passiflora-caerulea-'Constance-Elliott'.png""]"
547,Penningkruid-Lysimachia-nummularia,Borderplanten,Ja,,,,,"Mei, Juni, Juli",Groen,Geel,Ja,10,Lichte schaduw / zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/penningkruid.jpg']"
548,Penningkruid-Lysimachia-nummularia-Aurea,Borderplanten,Ja,,,,,"Juli, Juni, Mei","Groen, Geel",Geel,Ja,10,Halfschaduw / zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3559_src.jpg']"
549,Peterselievlier-Sambucus-nigra-Laciniata,Heesters en Struiken,Ja,,,,,"Mei, Juni",Groen,Wit,Nee,1000,Halfschaduw / zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2288_src.jpg']"
550,Pluimhortensia-Hydrangea-paniculata-Grandiflora,Heesters en Struiken,,Ja,Ja,,,"Augustus, Juli",Groen,"Wit, Roze",Nee,300,"Halfschaduw, Zon",Vochthoudend-vochtig,Gemiddeld,De plant bloeit op éénjarig hout. Om een goede groei en bloei te krijgen is het raadzaam de plant elk voorjaar (begin maart) sterk terug te knippen tot op 30-50 cm boven de grond.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Pluimhortensia-Hydrangea-Paniculata.jpeg']"
551,Pluimhortensia-Hydrangea-paniculata-Kyushu,Heesters en Struiken,,Ja,Ja,,,"September, Oktober",Groen,Wit,Nee,200,Lichte / halfschaduw,Vochthoudend-vochtig,Gemiddeld,De plant bloeit op éénjarig hout. Om een goede groei en bloei te krijgen is het raadzaam de plant elk voorjaar (begin maart) sterk terug te knippen tot op 30-50 cm boven de grond.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1542_src.jpg']"
552,Pluimhortensia-Hydrangea-paniculata-Starlight-Fantasy,Heesters en Struiken,,Ja,Ja,,,"Augustus, September",Groen,Wit,Nee,200,Lichte / halfschaduw,Vochthoudend-vochtig,Gemiddeld,De plant bloeit op éénjarig hout. Om een goede groei en bloei te krijgen is het raadzaam de plant elk voorjaar (begin maart) sterk terug te knippen tot op 30-50 cm boven de grond.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1455_src.jpg']"
553,Pluimspirea-Astilbe-Roze,Borderplanten,,Ja,Ja,,,"Augustus, Juni, Juli",Groen,"Roze, Paars",Nee,40,"Schaduw, Halfschaduw",Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Astilbe-chinensis-Pumila-Pluimspirea.jpg']"
554,Pluimspirea-Astilbe-chinensis-Pumila,Borderplanten,Ja,,,,,"Augustus, September",Groen,Paars,Nee,40,Schaduw,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Schermafbeelding-2021-10-05-om-18.05.18.png']"
555,Pluimspirea-Astilbe-wit,Borderplanten,,Ja,Ja,,,"Juli, Augustus, Juni",Groen,Wit,Nee,60,"Halfschaduw, Schaduw",Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/20210903_121133_1.jpg']"
556,Polygonatum-biflorum,Borderplanten,Ja,,,,,"Mei, Juni",Groen,Wit,Nee,120,Halfschaduw,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3274_src.jpg']"
557,Polygonatum-curvistylum,Borderplanten,Ja,,,,,"Mei, Juni",Groen,Paars,Nee,40,Halfschaduw,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1641_src.jpg']"
558,Polygonatum-hookeri,Borderplanten,Ja,,,,,"Mei, Juni",Groen,Roze,Nee,5,Lichte schaduw,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2793_src.jpg']"
559,Polygonatum-multiflorum,Borderplanten,Ja,,,,,"Mei, Juni",Groen,Wit,Nee,70,Halfschaduw,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1832_src.jpg']"
560,Polygonatum-odoratum,Borderplanten,Ja,,,,,"Mei, Juni",Groen,Wit,Nee,50,Halfschaduw,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_598_src.jpg']"
561,Polygonatum-x-hybridum-Weihenstephan,Borderplanten,Ja,,,,,"Mei, Juni",Groen,Wit,Nee,100,Halfschaduw,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2044_src.jpg']"
562,Pontische-Rododendron-Rhododendron-ponticum-Roseum,Heesters en Struiken,,,,Ja,,Mei,Groen,Paars,Ja,300,"Halfschaduw, Zon",Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG_7310.jpg']"
563,Pontische-Rododendron-Rhododendron-ponticum-Variegatum,Heesters en Struiken,,,,Ja,,Mei,Wit,Paars,Ja,250,"Halfschaduw, Zon",Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Rhododendron-ponticum-'Variegatum'.png""]"
564,Portugese-laurier-Prunus-Lusitanica-Angustifolia,Haagplanten,Ja,,,,,Juni,Groen,Wit,Ja,300,"Halfschaduw, Zon",Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/portugese-laurier-haag.png']"
565,Prunus-cistena,Bomen,Ja,,,,,"Mei, April","Bruin, Rood","Wit, Roze",Nee,150,Lichte schaduw / zon,Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1948_src.jpg']"
566,Prunus-glandulosa-Alba-Plena,Bomen,Ja,,,,,"April, Mei",Groen,Wit,Nee,150,Lichte schaduw / zon,Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3718_src.jpg']"
